filename,keywords,freesound_id,sound_link,manufacturer,license,superclass,subclass,title,description,duration,original_samplerate,original_bitdepth,original_file_type,num_downloads,avg_rating,geotag,start_time_s,end_time_s,original_filename
216568.mp3,"walking, shoes, footstep, boot, snow, boots, walk, feet, step, steps, shoe, foot, cold, footsteps, winter",216568,https://freesound.org/people/qubodup/sounds/216568/,qubodup,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Snow Walking,"Stepping in the snow in front of the recorder, which resulted in a rather clean slow snow footsteps sound.

Recorded with a Zoom H2. Edited with <a href=""http://audacity.sourceforge.net/"" rel=""nofollow"">Audacity</a>. See <a href=""http://qubodup.wordpress.com/2013/11/29/benefits-of-flac-and-ogg-vorbis/"" rel=""nofollow"">benefits of FLAC/OGG files</a>.

<strong>This is not public domain.</strong> This sound is licensed under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 License</a>. <a href=""http://www.freesound.org/people/qubodup/"" rel=""nofollow"">Contact me</a> if you need help understanding the license.

When using this sound, you must include attribution in the form of:<blockquote><a href=""http://freesound.org/people/qubodup/sounds/216568"" rel=""nofollow"">Snow Walking</a> by <a href=""http://freesound.org/people/qubodup"" rel=""nofollow"">Iwan Gabovitch</a> under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC-BY 3.0 License</a></blockquote>

Plaintext:<blockquote>Snow Walking http:&#47;/freesound.org/people/qubodup/sounds/216568 by Iwan ‘qubodup’ Gabovitch http:&#47;/freesound.org/people/qubodup under CC-BY 3.0 License http:&#47;/creativecommons.org/licenses/by/3.0/legalcode</blockquote>

HTML:<blockquote>&lt;a href=""http:&#47;/freesound.org/people/qubodup/sounds/216568""&gt;Snow Walking&lt;/a&gt; by &lt;a href=""http:&#47;/freesound.org/people/qubodup""&gt;Iwan Gabovitch&lt;/a&gt; under &lt;a href=""http:&#47;/creativecommons.org/licenses/by/3.0/legalcode""&gt;CC-BY 3.0 License&lt;/a&gt;</blockquote>

Read the <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 license</a> (in particular section 4) for full terms. Some clarification: you may not remove license/authorship information, sound boards, games and software must include a credits screen with working weblinks, video must include full attribution both in text description and video itself (in-video credits), attribution must be at least as prominent as the credits for the other contributing authors of your work.

You can use ""qubodup"" or ""Iwan 'qubodup' Gabovitch"" instead of my full name if you like.",29.4621,96000.0,16,flac,774,4.125,,0.0,29.462,216568_Snow Walking.mp3
407487.mp3,"walking, middle-age, walk, steps, castle, footsteps",407487,https://freesound.org/people/tferrino/sounds/407487/,tferrino,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,"steps, castle, middle age - 48k 24bit 6 channel","A group of 5 people - 4 guards and 1 nun (woman), walking fast from the distance until near the mic, stop, and then one man moves forward.

Walking with boots on stone floor, sound of metal, swords, armours mixed with the steps.

Two men and the nun carried a wireless mic.

Recorded with Sound Devices at 48k 24bit in 6 channels.

CHANNEL 1: BOOM M
CHANNEL 2: BOOM S
CHANNEL 3: BOOM
CHANNEL 4: MAN WIRELESS MIC
CHANNEL 5: MAN WIRELESS MIC
CHANNEL 6: WOMAN WIRELESS MIC

Use freely on your personal commercial and non-commercial projects.
Don't put this raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you.",84.0812,48000.0,24,wav,640,4.571428571428571,40.208361566035684 -8.426894806711172,57.109,74.124,407487_steps castle middle age - 48k 24bit 6 channel.mp3
178856.mp3,"wood-floor, walking, foot-steps, wood, steps, church, floor",178856,https://freesound.org/people/xserra/sounds/178856/,xserra,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,foot-steps-wood-floor.wav,My own foot steps while walking on a wooden floor inside a small church. Recorded with a Sony PCM D50 in August 2012.,24.721,44100.0,16,wav,3893,4.647058823529412,,0.0,24.721,178856_foot-steps-wood-floorwav.mp3
659000.mp3,"walking, Han, slashed, kneeling, loopt, grond, van, knielen, pakken, steken, zwaard, take, slash, ground, kneel, sword, lopen, stop, Bakel, knielt, put, steen, trekken, knight, sand, steps, rock, footsteps",659000,https://freesound.org/people/het_HCKM_DS_huis/sounds/659000/,het_HCKM_DS_huis,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,KNIGHT RIDDER comes walking - stops - kneels - takes sword - slashed in ground,"Specialy made ad-hoc for someone at FreeSound ( person/id BlackBTX) for a Audio(Sound)Book ... Person asked for a kneeling knight...
So (toke me with Magix Video DeLuxe Silver about 2 hours to create 4 versions, of which the last version (2B) is the best: 
enough sound-silence-short-spaces between steps 
and between stopping and kneeling 
and between taking the sword and put/slash in the ground.

Of course more dramatic than normal/usual, BUT that's because a normal environmental armon-kneel sounds ain't THAT recognizable nor/either too simpel short (even when a knight does the kneeling with drama-performance.... hahahahaha ha) ..

And ofcourse I ""can't"" ONLY do the kneeling-sound, I felt there has TO BE also a gathering/comingforward sound via/by walking from some distance... hahahaha...

Ya can ofcourse cut the walking away... though than the cut might sound tooo simple.... weenie weenie cry cry snif snif snif  burp....

Han (van Bakel)",21.4398,48000.0,16,wav,455,4.923076923076923,51.8770986298 5.51981556216,0.0,21.3,659000_KNIGHT RIDDER comes walking - stops - kneels - takes sword - slashed in ground.mp3
437455.mp3,"walking, leaves, walk, steps, forest, footsteps",437455,https://freesound.org/people/devy32/sounds/437455/,devy32,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walk in dry leaves in the forest.wav,"Steps of man walking in the forest on dry leaves, stopping and walking again.",80.88,48000.0,24,wav,844,4.818181818181818,,11.4,41.005,437455_Walk in dry leaves in the forestwav.mp3
712084.mp3,"feet, footsteps, concrete, step, steps, walk, foot, footstep, walking, hi-res",712084,https://freesound.org/people/areniporgen/sounds/712084/,areniporgen,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,"Steps on concrete, indoor","Steps walking on concrete indoors. Recorded on Tascam DR-100MKIII, noise removed in Adobe Audition CC.",21.5974,192000.0,24,wav,862,4.068965517241379,,0.0,21.279,712084_Steps on concrete indoor.mp3
128096.mp3,"foot, a, walking, steps, carpet",128096,https://freesound.org/people/mrshadow170/sounds/128096/,mrshadow170,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,walking-on-carpet.wav,foot steps walking on a carpet,22.35,48000.0,16,wav,4972,4.666666666666667,,0.0,22.35,128096_walking-on-carpetwav.mp3
353074.mp3,"crunch, walking, slow, dirt, muddy, walk, mud, steps, outdoors, foot, gravel, footsteps",353074,https://freesound.org/people/crow999/sounds/353074/,crow999,http://creativecommons.org/licenses/by-nc/3.0/,Human Sounds,Footsteps,muddy walk.wav,"a recording of slow steps taken over wet gravel,giving it a slushy/crunchy effect of someone walking over dirt roads owi",18.0873,48000.0,24,wav,1191,4.0,-25.797906162595147 28.3634752035141,0.0,17.055,353074_muddy walkwav.mp3
207975.mp3,"walking, walk, woods, steps, forest, footsteps",207975,https://freesound.org/people/borys_duque/sounds/207975/,borys_duque,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,steps in the woods 02.wav,"walking in a urban forest, with leaves and foliage on ground.
birds on background.",221.24,44100.0,16,wav,813,3.333333333333333,-23.34647187985572 -51.13809585571289,178.2,198.904,207975_steps in the woods 02wav.mp3
553260.mp3,"walking, field-recording, ambient, entrance, shack, atmosphere, steps, entering, enter, ambience, soundscape",553260,https://freesound.org/people/NachtmahrTV/sounds/553260/,NachtmahrTV,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,walking into a Shack,walking into a Shack,16.169,44100.0,16,wav,153,5.0,,0.0,16.169,553260_walking into a Shack.mp3
534868.mp3,"Walking, winter, nature, ice, field, step, steps, ambient, foot, grass",534868,https://freesound.org/people/videofueralle/sounds/534868/,videofueralle,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Walking Outside Street Steps Birds,"Recorded with a Tascam DR-05 while walking the dog on a field next to a forest in Bavaria, southern Germany. You can hear some crows.",88.032,48000.0,24,wav,111,3.0,,63.001,78.613,534868_Walking Outside Street Steps Birds.mp3
207973.mp3,"walking, walk, woods, steps, forest, walks, footsteps",207973,https://freesound.org/people/borys_duque/sounds/207973/,borys_duque,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,steps in the woods 04.wav,"walking in a urban forest, with leaves and foliage on ground.
birds on background.",218.335,44100.0,16,wav,1261,3.625,-23.346383226087806 -51.13839894533157,164.496,183.379,207973_steps in the woods 04wav.mp3
200280.mp3,"steel, hallway, walking, tunnel, stairs, splashing, ambient, ambiance, long, walk, water, verb, steps, corridor, passageway, ambience, galm, reverb, echo, footsteps, hall",200280,https://freesound.org/people/klankbeeld/sounds/200280/,klankbeeld,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,walk underground passegeway 70m Kijkduin Den helder 130910_01.wav,"Two people waking with mic trough a long underground tunnel between two part of 'Fort Kijkduin', a fortification made bij Napoleon in 1813. The tunnel is about 70x2.5x1.5m.
<img alt="""" src=""http://static.panoramio.com/photos/large/96421398.jpg"" />
<b>Picture of the underground passageway / corridor.</b>
Because it is deep under the ground there is some water where we had to walk trough. At the end we walk up the steel stairs. 

In he middle of the recording there is now handling-noise.

Recorded in Fort Kijkduin, Admiraal Verhuellplein 1, Den Helder, Holland.
Sony PCM D50 internal xy90 stereo mics.

For more pictures google: Fort Kijkduin
More info <a href=""http://www.fortkijkduin.nl/wilkommen-welcome.html"" rel=""nofollow"">http://www.fortkijkduin.nl/wilkommen-welcome.html</a>

When you use this sound it would be nice if you spent a voluntarily donation to freesound.  
YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE me (klankbeeld) and freesound.org in your work if you use this sound. Do it like this: sound from <a href=""http://www.freesound.org/people/klankbeeld/"" rel=""nofollow"">http://www.freesound.org/people/klankbeeld/</a>

Do not use an indirect link.

<a href=""http://www.pledgie.com/campaigns/20016"" rel=""nofollow""><img alt=""Click here to lend your support to: Freesound campaign and make a donation at www.pledgie.com !"" src=""http://www.pledgie.com/campaigns/20016.png?skin_name=chrome"" /></a>",110.664,48000.0,24,wav,1490,3.7,,77.6,98.593,200280_walk underground passegeway 70m Kijkduin Den helder 130910_01wav.mp3
378135.mp3,"stairs, walking, floor, steps, walks",378135,https://freesound.org/people/13GPanska_Taborsky_Radovan/sounds/378135/,13GPanska_Taborsky_Radovan,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking upstairs in slippers,Walking upstairs in slippers,29.3747,48000.0,24,wav,171,0.0,,0.0,29.371,378135_Walking upstairs in slippers.mp3
366849.mp3,"walking, cellar, upstairs, floor, stairs, house, basement, fridge, walk, concrete, steps, room-noise, ambient, wooden-stairs, stone, footsteps, clock, room-tone",366849,https://freesound.org/people/klankbeeld/sounds/366849/,klankbeeld,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,basement walk stairs 161005_1008.wav,"Walk upstairs in basement / cellar. Thank walking over concrete floor.

Several rooms, inside basement doors open (4 room total 10x6m). Closed windows to calm street.
Modern no-frost fridge hum. Ticking modern socket switch clock.

Gear chain: Sennheiser mkh30/50 MS, in Rycote cyclone small, windjammer > Sound Devices 302 >Tascam dr-100 Mk2. Decoded Mid-side to STEREO



When you use this sound it would be nice if you spent a voluntarily donation to freesound.  
<b>YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE</b> me (klankbeeld) and freesound.org in your work if you use this sound. 
Please do it like this if possible: <a href=""http://freesound.org/people/klankbeeld/"" rel=""nofollow"">http://freesound.org/people/klankbeeld/</a>
Thank you.
<b>This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you.</b>",18.5326,48000.0,24,wav,872,3.857142857142857,,0.0,18.533,366849_basement walk stairs 161005_1008wav.mp3
378139.mp3,"foot, walking, steps, ground",378139,https://freesound.org/people/13GPanska_Taborsky_Radovan/sounds/378139/,13GPanska_Taborsky_Radovan,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,foot walking,Foot walking on wood floor,51.1453,48000.0,24,wav,430,3.0,,0.002,28.223,378139_foot walking.mp3
553242.mp3,"walking, shoes, floor, hard, walk, steps, ambient, foot, soundscape, footsteps",553242,https://freesound.org/people/NachtmahrTV/sounds/553242/,NachtmahrTV,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking on hard Floor,Walking on hard Floor,19.027,44100.0,24,wav,637,4.166666666666667,,0.0,18.398,553242_Walking on hard Floor.mp3
553243.mp3,"walking, shoes, floor, hard, boots, walk, steps, ambient, foot, soundscape, footsteps",553243,https://freesound.org/people/NachtmahrTV/sounds/553243/,NachtmahrTV,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking on hard floor with boots,Walking on hard floor with boots,37.8092,44100.0,24,wav,1744,4.526315789473684,,0.704,19.336,553243_Walking on hard floor with boots.mp3
403311.mp3,"dry, walking, dry-grass, steps, grass, footsteps",403311,https://freesound.org/people/marco_luzi/sounds/403311/,marco_luzi,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Footsteps,Steps on dry grass,"Walking over dry grass.
Recorded with a Nikon D5100 and the RØDE VideoMic.
The sound was post processed with a 20 Bands Graphic Equalizer in Adobe Audition, to bring out specific frequences.

If you like this sound don't forget to leave a comment and tell me where and how you used this sound for your works.",16.4627,48000.0,32,wav,1752,4.666666666666667,,0.0,16.463,403311_Steps on dry grass.mp3
316822.mp3,"walking, slow, boots, walk, steps, footsteps",316822,https://freesound.org/people/hubis000/sounds/316822/,hubis000,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,slow steps,I had recorded these steps for my action movie. These are steps on my garden lawn.I hope that it will help you in your movie projects. ,17.1825,44100.0,16,wav,974,2.3125,,0.0,17.18,316822_slow steps.mp3
346567.mp3,"summer, walking, spring, park, walk, feet, step, steps, foot, gravel, footsteps",346567,https://freesound.org/people/hannagreen/sounds/346567/,hannagreen,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Steps_Park.wav,"Person walking on gravel and tarmac. Some birds and traffic in the background.

Zoom F8, Røde NTG4, Blimp",43.4721,96000.0,24,wav,5719,4.227272727272728,,1.2,29.697,346567_Steps_Parkwav.mp3
699292.mp3,"Ptuj, field-recording, walking, ambiance, steps, Slovenia, walk, footstep, macadam, footsteps, step",699292,https://freesound.org/people/dibko/sounds/699292/,dibko,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Ptuj - walking on macadam.wav,"Ptuj - the oldest town, dating back to the Roman period, where it was named Petovia. Saturday morning, walk along the river on macadam. Towards the end, I hear the panting of a dog that has overtaken me.

Recorder: ZOOM H4n Pro + Trust lavalier microphon

If any of these sounds have been of help, and you are feeling charitable, please do consider <a href=""https://freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound.org</a> to help keep the site running (a link is also on the home page). Any donations are greatly appreciated!

YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE me (dibko) and <a href=""https://freesound.org/"" rel=""nofollow"">freesound.org</a> in your work if you use this sound.
Please do it like this if possible: <a href=""https://freesound.org/people/dibko/"" rel=""nofollow"">https://freesound.org/people/dibko/</a>
Thank you.
This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you.",243.905,44100.0,16,wav,244,4.818181818181818,46.40659 15.88361,224.8,240.068,699292_Ptuj - walking on macadamwav.mp3
330559.mp3,"walking, squeaky, floor, wood, steps, floors, footsteps",330559,https://freesound.org/people/visions68/sounds/330559/,visions68,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Footsteps,squeaky floor steps 2.wav,squeaky floor & steps h4n & rode mic,60.1252,44100.0,16,wav,1830,4.615384615384615,,21.6,36.951,330559_squeaky floor steps 2wav.mp3
66579.mp3,"footsteps, mud, sleet, sleety, snow, step, steps, thaw, walk, walking, wet",66579,https://freesound.org/people/Robinhood76/sounds/66579/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,00855 thaw walk 1.wav,"Thaw, walking through sleet, very wet and muddy, rec by Zoom H2 rear",41.7505,44100.0,16,wav,1042,4.25,,1.636,26.497,66579_00855 thaw walk 1wav.mp3
528953.mp3,"walking, walk, sand, steps, gravel, footsteps",528953,https://freesound.org/people/fthgurdy/sounds/528953/,fthgurdy,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking on sand and gravel 2,Walking on sand and gravel,17.9804,44100.0,16,wav,2971,4.869565217391305,,0.0,17.98,528953_Walking on sand and gravel 2.mp3
419163.mp3,"Pansk, Czech, walking, walk, CZ, Panska, steps, carpet, footsteps, man",419163,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419163/,14GPanskaHonc_Petr,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,04-Man walking carpet.wav,Man walking on carpet,17.6886,48000.0,24,wav,2543,4.125,,0.0,16.867,419163_04-Man walking carpetwav.mp3
99436.mp3,"footsteps, pavement, shoes, steps, walk, walking",99436,https://freesound.org/people/Robinhood76/sounds/99436/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,01841 walking pavement.wav,Just walking on pavement after rain - rec by Zoom H2,60.1139,44100.0,16,wav,1723,4.083333333333333,,27.6,45.512,99436_01841 walking pavementwav.mp3
534477.mp3,"wood, walking, deck, wooden, men, walk, 2, steps, floor, footsteps",534477,https://freesound.org/people/Vital_Sounds/sounds/534477/,Vital_Sounds,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,2 men walking on the wooden deck.wav,2 men walking on the wooden deck,22.229,44100.0,16,wav,1030,4.2727272727272725,,0.0,22.229,534477_2 men walking on the wooden deckwav.mp3
75290.mp3,"aircraft, breath, footsteps, forest, path, steps, voices, walk, walking, wet",75290,https://freesound.org/people/Robinhood76/sounds/75290/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,01118 wet forest road walk 3.wav,Walking on wet forest path rec by Zoom H2,70.596,44100.0,16,wav,711,4.3,50.3570983442 18.6492061615,35.073,51.138,75290_01118 wet forest road walk 3wav.mp3
69300.mp3,"gravel, step, steps, stone, stones, thick, walk, walking",69300,https://freesound.org/people/Robinhood76/sounds/69300/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,00960 gravel walk 2.wav,Thick gravel walk rec by Zoom H2 rear,23.0112,44100.0,16,wav,1850,4.482758620689655,,0.0,22.942,69300_00960 gravel walk 2wav.mp3
74844.mp3,"birds, footsteps, forest, steps, walk, walking, wood",74844,https://freesound.org/people/Robinhood76/sounds/74844/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,01100 graveyard forest walk.wav,"Walking through graveyard forest, lot of birds in background rec by Zoom H2",101.304,44100.0,16,wav,426,4.583333333333333,,51.708,67.233,74844_01100 graveyard forest walkwav.mp3
103455.mp3,"crunch, gravel, path, steps, walk, walking",103455,https://freesound.org/people/Robinhood76/sounds/103455/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,02012 gravel path walk.wav,Walking crunchy gravel path rec by zoom H2,32.0014,44100.0,16,wav,1362,4.0,49.522478287 18.8369822502,12.8,30.975,103455_02012 gravel path walkwav.mp3
378125.mp3,"stairs, walking, floor, steps, walks",378125,https://freesound.org/people/13GPanska_Taborsky_Radovan/sounds/378125/,13GPanska_Taborsky_Radovan,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking upstairs in slippers,Walking upstairs in slippers,24.6973,48000.0,24,wav,220,5.0,,0.0,24.69,378125_Walking upstairs in slippers.mp3
419180.mp3,"Pansk, floor, Czech, footstep, squeaking, walking, walk, CZ, Panska, wood, steps, step, wooden, footsteps, man",419180,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419180/,14GPanskaHonc_Petr,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,15-Man walking squeaking floor.wav,Man walking on squeaking wooden floor,17.2529,48000.0,24,wav,452,5.0,,0.0,16.659,419180_15-Man walking squeaking floorwav.mp3
59313.mp3,"bush, field, footsteps, grass, meadow, steps, walk, walking",59313,https://freesound.org/people/Robinhood76/sounds/59313/,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Footsteps,00274 walking through tall grass 1.wav,Walking through tall grass above 1m. Rec via zoom h2 rear by angle 60 degrees to the ground kept in hands,29.5654,44100.0,16,wav,2151,3.9375,,0.0,29.414,59313_00274 walking through tall grass 1wav.mp3
405249.mp3,"walking, shoes, house, indoor, hollow, indoors, ambient, apartment, floor, corridor, pass, hallway, trough, basement, foot, walk, stone, inside, concrete, steps, reverb, male, footsteps",405249,https://freesound.org/people/klankbeeld/sounds/405249/,klankbeeld,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Man walks long corridor 01 171017_1227.wav,"Male walking trough 60 meters long concrete corridor under apartment-building. MORE IN THIS PACK. 
Coming and going. Microphone in one position. Male. 

Gear chain: Sennheiser mkh30/50 MS, in Rycote cyclone small, windjammer > Sound Devices 302 >Tascam dr-100 Mk2. Decoded Mid-side to STEREO

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""https://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated!


YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE me (klankbeeld) and freesound.org in your work if you use this sound. 
Please do it like this if possible: <a href=""https://freesound.org/people/klankbeeld/"" rel=""nofollow"">https://freesound.org/people/klankbeeld/</a>
Thank you.
This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you.",79.4245,48000.0,24,wav,2128,4.15,,52.2,74.434,405249_Man walks long corridor 01 171017_1227wav.mp3
394923.mp3,"Walking, Birds, Field-Recording, Dawsholm-Park, Scotland, Park, Tascam-DR05, Walk, Wood, Dawsholm, Woods, Steps, Tascam, Footsteps, Glasgow, Wind, DR05",394923,https://freesound.org/people/noisyninja/sounds/394923/,noisyninja,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Footsteps walking through woods.wav,"Walking with my dog through the woods at Dawsholm park in Glasgow. Microphone was held in hand by myself. You will hear footsteps and my my dog is scurrying around nearby. The wind picks up in the 2nd half of the recording

170607_0044 dawsholm park with jess walking through woods",121.632,96000.0,24,wav,651,4.7,,61.003,84.556,394923_Footsteps walking through woodswav.mp3
419178.mp3,"Pansk, Czech, footstep, walking, fast, walk, CZ, Panska, steps, step, carpet, footsteps, man",419178,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419178/,14GPanskaHonc_Petr,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,11-Man fast walking carpet.wav,Man fast walking on carpet,15.8105,48000.0,24,wav,2704,4.2,,0.0,15.253,419178_11-Man fast walking carpetwav.mp3
614208.mp3,"city, walking, outdoor, field-recording, people, footstep, park, walk, step, steps, way, foot, gravel, footsteps, urban",614208,https://freesound.org/people/dibko/sounds/614208/,dibko,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,steps from asphalt to macadam.wav,"Part of the walk route

Recorder: ZOOM H4n Pro

If any of these sounds have been of help, and you are feeling charitable, please do consider <a href=""https://freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound.org</a> to help keep the site running (a link is also on the home page). Any donations are greatly appreciated!

YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE me (dibko) and <a href=""https://freesound.org/"" rel=""nofollow"">freesound.org</a> in your work if you use this sound.
Please do it like this if possible: <a href=""https://freesound.org/people/dibko/"" rel=""nofollow"">https://freesound.org/people/dibko/</a>
Thank you.
This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you.",43.8912,44100.0,16,wav,553,4.5,46.5695639538 15.6482312682,12.4,40.45,614208_steps from asphalt to macadamwav.mp3
419168.mp3,"Pansk, floor, Czech, footstep, walking, walk, CZ, Panska, wood, steps, step, wooden, man",419168,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419168/,14GPanskaHonc_Petr,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,07-Man walking wooden floor.wav,Man walking on wooden floor,23.9561,48000.0,24,wav,4023,4.416666666666667,,0.0,22.459,419168_07-Man walking wooden floorwav.mp3
534476.mp3,"walking, footstep, men, walk, 2, steps, grass, footsteps",534476,https://freesound.org/people/Vital_Sounds/sounds/534476/,Vital_Sounds,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,2 men walking on the grass.wav,2 men walking on the grass,24.924,44100.0,16,wav,3896,4.107142857142857,,0.0,24.924,534476_2 men walking on the grasswav.mp3
528952.mp3,"footsteps, walking, steps",528952,https://freesound.org/people/fthgurdy/sounds/528952/,fthgurdy,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Walking in the countryside 2,The sound of walking in the countryside.,37.5503,44100.0,16,wav,649,4.666666666666667,,19.4,37.364,528952_Walking in the countryside 2.mp3
534478.mp3,"walking, dirt, walk, steps, path, gravel, footsteps, road",534478,https://freesound.org/people/Vital_Sounds/sounds/534478/,Vital_Sounds,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,2 men walking on gravel path.wav,2 men walking on the gravel path,44.166,44100.0,16,wav,1460,4.444444444444445,,0.2,25.677,534478_2 men walking on gravel pathwav.mp3
164864.mp3,"walking, meadow, walk, going, Steps, grass",164864,https://freesound.org/people/sunboy/sounds/164864/,sunboy,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Footsteps,Grass Steps,Recording of steps on grass,184.804,48000.0,16,wav,13002,4.246376811594203,,81.11,96.381,164864_Grass Steps.mp3
419177.mp3,"Pansk, Czech, walking, walk, CZ, Panska, steps, footsteps, sliding, carpet",419177,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419177/,14GPanskaHonc_Petr,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,12-Sliding walk carpet.wav,Sliding walk on carpet,19.5722,48000.0,24,wav,1376,4.0,,0.0,18.58,419177_12-Sliding walk carpetwav.mp3
693242.mp3,"walk, steps, shoes, foot, footsteps, concrete, stepping, plastic, step, feet, run, running, garage, floor, ground, slippers, walking",693242,https://freesound.org/people/pointnemoprod/sounds/693242/,pointnemoprod,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,Concrete Steps shoes slippers walking & running.wav,Walking/running in slippers on concrete floor in 2-car garage.,69.0833,48000.0,16,wav,261,5.0,,29.4,54.504,693242_Concrete Steps shoes slippers walking  runningwav.mp3
553902.mp3,"stairway, walking, run, stair, staircase, floor, footsteps, walk, feet, concrete, running, steps, stair-well, foot, stairs, shoes",553902,https://freesound.org/people/itinerantmonk108/sounds/553902/,itinerantmonk108,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Footsteps,walk and run up stairs.wav,"walking and running upstairs in a concrete stairwell
Recorded with Tascam DR-07 24bit 44.1k",48.5221,44100.0,24,wav,2522,4.0,,8.8,35.231,553902_walk and run up stairswav.mp3
